"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"BB_N_PathOfTravelShape","44.585040063","-123.289062813",778,
"BB_N_PathOfTravelShape","44.585160584","-123.288832919",779,
"BB_N_PathOfTravelShape","44.585268032","-123.288628796",780,
"BB_N_PathOfTravelShape","44.585359337","-123.288453177",781,
"BB_N_PathOfTravelShape","44.585475780","-123.288235564",782,
"BB_N_PathOfTravelShape","44.585616287","-123.287967265",783,
"BB_N_PathOfTravelShape","44.585710183","-123.287787449",784,
"BB_N_PathOfTravelShape","44.585817332","-123.287581388",785,
"BB_N_PathOfTravelShape","44.585841682","-123.287533114",786,
"BB_N_PathOfTravelShape","44.585912477","-123.287389149",787,
"BB_N_PathOfTravelShape","44.585981508","-123.287243656",788,
"BB_N_PathOfTravelShape","44.586048691","-123.287096634",789,
"BB_N_PathOfTravelShape","44.586114023","-123.286948080",790,
"BB_N_PathOfTravelShape","44.586129563","-123.286916184",791,
"BB_N_PathOfTravelShape","44.586156496","-123.286856994",792,
"BB_N_PathOfTravelShape","44.586169636","-123.286824983",793,
"BB_N_PathOfTravelShape","44.586181592","-123.286795795",794,
"BB_N_PathOfTravelShape","44.586204742","-123.286733542",795,
"BB_N_PathOfTravelShape","44.586226042","-123.286669757",796,
"BB_N_PathOfTravelShape","44.586245224","-123.286604912",797,
"BB_N_PathOfTravelShape","44.586262470","-123.286538532",798,
"BB_N_PathOfTravelShape","44.586286055","-123.286455177",799,
"BB_N_PathOfTravelShape","44.586310056","-123.286361758",800,
"BB_N_PathOfTravelShape","44.586330406","-123.286273925",801,
"BB_N_PathOfTravelShape","44.586349492","-123.286181709",802,
"BB_N_PathOfTravelShape","44.586366445","-123.286088910",803,
"BB_N_PathOfTravelShape","44.586373692","-123.286048932",804,
"BB_N_PathOfTravelShape","44.586388372","-123.285957945",805,
"BB_N_PathOfTravelShape","44.586400921","-123.285866374",806,
"BB_N_PathOfTravelShape","44.586411341","-123.285774221",807,
"BB_N_PathOfTravelShape","44.586419620","-123.285681961",808,
"BB_N_PathOfTravelShape","44.586425767","-123.285589122",809,
"BB_N_PathOfTravelShape","44.586429774","-123.285496179",810,
"BB_N_PathOfTravelShape","44.586434873","-123.285365842",811,
"BB_N_PathOfTravelShape","44.586437925","-123.285231565",812,
"BB_N_PathOfTravelShape","44.586438835","-123.285097183",813,
"BB_N_PathOfTravelShape","44.586437592","-123.284963179",814,
"BB_N_PathOfTravelShape","44.586434120","-123.284829068",815,
"BB_N_PathOfTravelShape","44.586429155","-123.284543177",816,
"BB_N_PathOfTravelShape","44.586428864","-123.284199901",817,
"BB_N_PathOfTravelShape","44.586423569","-123.283899591",818,
"BB_N_PathOfTravelShape","44.586423240","-123.283613445",819,
"BB_N_PathOfTravelShape","44.586421695","-123.283240823",820,
"BB_N_PathOfTravelShape","44.586420495","-123.283115464",821,
"BB_N_PathOfTravelShape","44.586418526","-123.282913253",822,
"BB_N_PathOfTravelShape","44.586415797","-123.282613066",823,
"BB_N_PathOfTravelShape","44.586410369","-123.282321393",824,
"BB_N_PathOfTravelShape","44.586406888","-123.282138793",825,
"BB_N_PathOfTravelShape","44.586396049","-123.281565312",826,
"BB_N_PathOfTravelShape","44.586393833","-123.281292732",827,
"BB_N_PathOfTravelShape","44.586392113","-123.281163987",828,
"BB_N_PathOfTravelShape","44.586389882","-123.281000170",829,
"BB_N_PathOfTravelShape","44.586387250","-123.280758559",830,
"BB_N_PathOfTravelShape","44.586384224","-123.280435317",831,
"BB_N_PathOfTravelShape","44.586381758","-123.280162510",832,
"BB_N_PathOfTravelShape","44.586378556","-123.279835897",833,
"BB_N_PathOfTravelShape","44.586376467","-123.279589514",834,
"BB_N_PathOfTravelShape","44.586375430","-123.279460800",835,
"BB_N_PathOfTravelShape","44.586372642","-123.279159173",836,
"BB_N_PathOfTravelShape","44.586369502","-123.278903136",837,
"BB_N_PathOfTravelShape","44.586366126","-123.278590438",838,
"BB_N_PathOfTravelShape","44.586363026","-123.278311841",839,
"BB_N_PathOfTravelShape","44.586361112","-123.277981451",840,
"BB_N_PathOfTravelShape","44.586358337","-123.277724472",841,
"BB_N_PathOfTravelShape","44.586357291","-123.277627443",842,
"BB_N_PathOfTravelShape","44.586354610","-123.277380551",843,
"BB_N_PathOfTravelShape","44.586355071","-123.277169817",844,
"BB_N_PathOfTravelShape","44.586353872","-123.276939319",845,
"BB_N_PathOfTravelShape","44.586352194","-123.276717919",846,
"BB_N_PathOfTravelShape","44.586352107","-123.276498037",847,
"BB_N_PathOfTravelShape","44.586349345","-123.276271784",848,
"BB_N_PathOfTravelShape","44.586348580","-123.276124841",849,
"BB_N_PathOfTravelShape","44.586343914","-123.276018038",850,
"BB_N_PathOfTravelShape","44.586344134","-123.275865862",851,
"BB_N_PathOfTravelShape","44.586346079","-123.275762256",852,
"BB_N_PathOfTravelShape","44.586343128","-123.275571522",853,
"BB_N_PathOfTravelShape","44.586342194","-123.275414010",854,
"BB_N_PathOfTravelShape","44.586342440","-123.275211907",855,
"BB_N_PathOfTravelShape","44.586342917","-123.275161041",856,
"BB_N_PathOfTravelShape","44.586345425","-123.275097309",857,
"BB_N_PathOfTravelShape","44.586350087","-123.275033204",858,
"PC_PathOfTravelShape","44.538854056","-123.356406661",2212,
"PC_PathOfTravelShape","44.538878211","-123.357411403",2213,
"PC_PathOfTravelShape","44.538890252","-123.357874438",2214,
"PC_PathOfTravelShape","44.538890429","-123.358321534",2215,
"PC_PathOfTravelShape","44.538907576","-123.358924894",2216,
"PC_PathOfTravelShape","44.539450444","-123.358907632",2217,
"PC_PathOfTravelShape","44.539954924","-123.358892306",2218,
"PC_PathOfTravelShape","44.539979488","-123.360371053",2219,
"PC_PathOfTravelShape","44.539996131","-123.361254556",2220,
"PC_PathOfTravelShape","44.540005085","-123.361842174",2221,
"PC_PathOfTravelShape","44.540013998","-123.362247226",2222,
"PC_PathOfTravelShape","44.540027430","-123.362789309",2223,
"PC_PathOfTravelShape","44.540037225","-123.363340710",2224,
"PC_PathOfTravelShape","44.540082626","-123.364162211",2225,
"PC_PathOfTravelShape","44.540089466","-123.364829824",2226,
"PC_PathOfTravelShape","44.540072068","-123.365664056",2227,
"PC_PathOfTravelShape","44.540093213","-123.366334793",2228,
"PC_PathOfTravelShape","44.540103563","-123.366862999",2229,
"PC_PathOfTravelShape","44.540122957","-123.367825321",2230,
"PC_PathOfTravelShape","44.540126474","-123.368091810",2231,
"PC_PathOfTravelShape","44.540130787","-123.368418642",2232,
"PC_PathOfTravelShape","44.540150297","-123.369338757",2233,
"PC_PathOfTravelShape","44.540160521","-123.369763337",2234,
"PC_PathOfTravelShape","44.540173518","-123.370149679",2235,
"PC_PathOfTravelShape","44.540188457","-123.370837383",2236,
"PC_PathOfTravelShape","44.540193147","-123.371179178",2237,
"PC_PathOfTravelShape","44.540212797","-123.372241299",2238,
"PC_PathOfTravelShape","44.540213478","-123.372325764",2239,
"PC_PathOfTravelShape","44.540214195","-123.372634740",2240,
"PC_PathOfTravelShape","44.540236156","-123.373831301",2241,
"PC_PathOfTravelShape","44.540262587","-123.375377321",2242,
"PC_PathOfTravelShape","44.540271177","-123.375865148",2243,
"PC_PathOfTravelShape","44.540286258","-123.376811914",2244,
"PC_PathOfTravelShape","44.540289468","-123.376867722",2245,
"PC_PathOfTravelShape","44.539542826","-123.376920718",2246,
"PC_PathOfTravelShape","44.539243401","-123.376926913",2247,
"PC_PathOfTravelShape","44.539217938","-123.375421260",2248,
"PC_PathOfTravelShape","44.539203441","-123.374710560",2249,
"PC_PathOfTravelShape","44.539191352","-123.373911714",2250,
"PC_PathOfTravelShape","44.539186037","-123.373594840",2251,
"PC_PathOfTravelShape","44.539168723","-123.372862895",2252,
"PC_PathOfTravelShape","44.539163227","-123.372367557",2253,
"PC_PathOfTravelShape","44.539150765","-123.371656963",2254,
"PC_PathOfTravelShape","44.539134691","-123.370865597",2255,
"PC_PathOfTravelShape","44.539119411","-123.370191322",2256,
"PC_PathOfTravelShape","44.539111585","-123.369375422",2257,
"PC_PathOfTravelShape","44.539072903","-123.367872963",2258,
"PC_PathOfTravelShape","44.539063009","-123.367121071",2259,
"PC_PathOfTravelShape","44.539054778","-123.366738808",2260,
"PC_PathOfTravelShape","44.539039217","-123.366368834",2261,
"PC_PathOfTravelShape","44.539045668","-123.365891122",2262,
"PC_PathOfTravelShape","44.539085452","-123.365636795",2263,
"PC_PathOfTravelShape","44.539154874","-123.365449364",2264,
"PC_PathOfTravelShape","44.539056330","-123.365241240",2265,
"PC_PathOfTravelShape","44.539019892","-123.364869260",2266,
"PC_PathOfTravelShape","44.538995427","-123.363405892",2267,
"PC_PathOfTravelShape","44.538975253","-123.362848427",2268,
"PC_PathOfTravelShape","44.538966800","-123.361923128",2269,
"PC_PathOfTravelShape","44.538965184","-123.361874300",2270,
"PC_PathOfTravelShape","44.538945853","-123.361325075",2271,
"PC_PathOfTravelShape","44.538931080","-123.360140680",2272,
"PC_PathOfTravelShape","44.538918623","-123.359691057",2273,
"PC_PathOfTravelShape","44.538917233","-123.359596964",2274,
"PC_PathOfTravelShape","44.538911039","-123.359201378",2275,
"PC_PathOfTravelShape","44.538907576","-123.358924894",2276,
"PC_PathOfTravelShape","44.538890429","-123.358321534",2277,
"PC_PathOfTravelShape","44.538890252","-123.357874438",2278,
"PC_PathOfTravelShape","44.538878211","-123.357411403",2279,
"PC_PathOfTravelShape","44.538854056","-123.356406661",2280,
"PC_PathOfTravelShape","44.538847802","-123.356012990",2281,
"PC_PathOfTravelShape","44.538848675","-123.355978494",2282,
"PCfirst_PathOfTravelShape","44.566465084","-123.279936461",3130,
"PCfirst_PathOfTravelShape","44.566621105","-123.279936293",3131,
"PCfirst_PathOfTravelShape","44.566744357","-123.279939827",3132,
"PCfirst_PathOfTravelShape","44.566778489","-123.279940030",3133,
"PCfirst_PathOfTravelShape","44.566845124","-123.279940359",3134,
"PCfirst_PathOfTravelShape","44.566922026","-123.279938302",3135,
"PCfirst_PathOfTravelShape","44.567073701","-123.279936966",3136,
"PCfirst_PathOfTravelShape","44.567202935","-123.279937907",3137,
"PCfirst_PathOfTravelShape","44.567348652","-123.279938204",3138,
"PCfirst_PathOfTravelShape","44.567462121","-123.279938386",3139,
"PCfirst_PathOfTravelShape","44.567675896","-123.279940521",3140,
"PCfirst_PathOfTravelShape","44.567792799","-123.279947588",3141,
"PCfirst_PathOfTravelShape","44.567945739","-123.279950630",3142,
"PCfirst_PathOfTravelShape","44.568059473","-123.279957546",3143,
"PCfirst_PathOfTravelShape","44.568196204","-123.279967488",3144,
"PCfirst_PathOfTravelShape","44.568363260","-123.279975532",3145,
"PCfirst_PathOfTravelShape","44.568547144","-123.279986304",3146,
"PCfirst_PathOfTravelShape","44.568714297","-123.279993871",3147,
"PCfirst_PathOfTravelShape","44.568831507","-123.280002394",3148,
"PCfirst_PathOfTravelShape","44.568907374","-123.280007486",3149,
"PCfirst_PathOfTravelShape","44.569003298","-123.280009704",3150,
"PCfirst_PathOfTravelShape","44.568882778","-123.279402873",3151,
"PCfirst_PathOfTravelShape","44.568804738","-123.279009939",3152,
"PCfirst_PathOfTravelShape","44.568783198","-123.278901489",3153,
"PCfirst_PathOfTravelShape","44.568553087","-123.277844153",3154,
"PCfirst_PathOfTravelShape","44.568512637","-123.277619516",3155,
"PCfirst_PathOfTravelShape","44.568220821","-123.276353812",3156,
"PCfirst_PathOfTravelShape","44.568085854","-123.275779601",3157,
"PCfirst_PathOfTravelShape","44.567917892","-123.275065031",3158,
"PCfirst_PathOfTravelShape","44.567676075","-123.274088274",3159,
"PCfirst_PathOfTravelShape","44.567441475","-123.273152665",3160,
"PCfirst_PathOfTravelShape","44.567213812","-123.272210200",3161,
"PCfirst_PathOfTravelShape","44.566969004","-123.271253000",3162,
"PCfirst_PathOfTravelShape","44.566734539","-123.270328460",3163,
"PCfirst_PathOfTravelShape","44.566499732","-123.269389513",3164,
"PCfirst_PathOfTravelShape","44.566257694","-123.268363845",3165,
"PCfirst_PathOfTravelShape","44.566128763","-123.267836241",3166,
"PCfirst_PathOfTravelShape","44.565991400","-123.267274153",3167,
"PCfirst_PathOfTravelShape","44.565854794","-123.266748655",3168,
"PCfirst_PathOfTravelShape","44.565852837","-123.266741128",3169,
"PCfirst_PathOfTravelShape","44.565715873","-123.266214265",3170,
"PCfirst_PathOfTravelShape","44.565444430","-123.265148343",3171,
"PCfirst_PathOfTravelShape","44.565197487","-123.264157860",3172,
"PCfirst_PathOfTravelShape","44.565179419","-123.264085392",3173,
"PCfirst_PathOfTravelShape","44.565161045","-123.264013073",3174,
"PCfirst_PathOfTravelShape","44.565094816","-123.263752406",3175,
"PCfirst_PathOfTravelShape","44.564995649","-123.263362104",3176,
"BB_SE_PathOfTravelShape","44.564788740","-123.263415154",3177,
"BB_SE_PathOfTravelShape","44.564785200","-123.263400728",3178,
"BB_SE_PathOfTravelShape","44.564716330","-123.263118424",3179,
"BB_SE_PathOfTravelShape","44.564800146","-123.263072149",3180,
"BB_SE_PathOfTravelShape","44.564908171","-123.263017809",3181,
"BB_SE_PathOfTravelShape","44.565011331","-123.262966117",3182,
"BB_SE_PathOfTravelShape","44.565150757","-123.262897442",3183,
"BB_SE_PathOfTravelShape","44.565444171","-123.262746871",3184,
"BB_SE_PathOfTravelShape","44.565753949","-123.262586526",3185,
"BB_SE_PathOfTravelShape","44.565881248","-123.262522903",3186,
"BB_SE_PathOfTravelShape","44.566206716","-123.262348552",3187,
"BB_SE_PathOfTravelShape","44.566382685","-123.262258586",3188,
"BB_SE_PathOfTravelShape","44.566535781","-123.262178086",3189,
"BB_SE_PathOfTravelShape","44.566680156","-123.262103405",3190,
"BB_SE_PathOfTravelShape","44.566766678","-123.262058594",3191,
"BB_SE_PathOfTravelShape","44.566860919","-123.262010310",3192,
"BB_SE_PathOfTravelShape","44.566845647","-123.261964947",3193,
"BB_SE_PathOfTravelShape","44.566829126","-123.261886409",3194,
"BB_SE_PathOfTravelShape","44.566802711","-123.261791562",3195,
"BB_SE_PathOfTravelShape","44.566771148","-123.261665274",3196,
"BB_SE_PathOfTravelShape","44.566736718","-123.261526371",3197,
"BB_SE_PathOfTravelShape","44.566725619","-123.261482167",3198,
"BB_SE_PathOfTravelShape","44.566725611","-123.261482132",3199,
"BB_SE_PathOfTravelShape","44.566707957","-123.261411735",3200,
"BB_SE_PathOfTravelShape","44.566674602","-123.261281522",3201,
"BB_SE_PathOfTravelShape","44.566646833","-123.261168373",3202,
"BB_SE_PathOfTravelShape","44.566594259","-123.260957241",3203,
"BB_SE_PathOfTravelShape","44.566514569","-123.260645659",3204,
"BB_SE_PathOfTravelShape","44.566479133","-123.260505749",3205,
"BB_SE_PathOfTravelShape","44.566459110","-123.260428074",3206,
"BB_SE_PathOfTravelShape","44.566433611","-123.260329363",3207,
"BB_SE_PathOfTravelShape","44.566396217","-123.260178322",3208,
"BB_SE_PathOfTravelShape","44.566360848","-123.260042736",3209,
"BB_SE_PathOfTravelShape","44.566325463","-123.259904268",3210,
"BB_SE_PathOfTravelShape","44.566274280","-123.259700598",3211,
"BB_SE_PathOfTravelShape","44.566195109","-123.259385555",3212,
"BB_SE_PathOfTravelShape","44.566059921","-123.258847603",3213,
"BB_SE_PathOfTravelShape","44.565079140","-123.259347654",3214,
"BB_SE_PathOfTravelShape","44.564979797","-123.259401655",3215,
"BB_SE_PathOfTravelShape","44.564098171","-123.259848692",3216,
"BB_SE_PathOfTravelShape","44.563972812","-123.259910366",3217,
"BB_SE_PathOfTravelShape","44.563854962","-123.259966640",3218,
"BB_SE_PathOfTravelShape","44.563714189","-123.260044854",3219,
"BB_SE_PathOfTravelShape","44.563582651","-123.260106711",3220,
"BB_SE_PathOfTravelShape","44.563454667","-123.260174017",3221,
"BB_SE_PathOfTravelShape","44.563325227","-123.260241255",3222,
"BB_SE_PathOfTravelShape","44.563184918","-123.260307491",3223,
"BB_SE_PathOfTravelShape","44.563099451","-123.260354753",3224,
"BB_SE_PathOfTravelShape","44.562993642","-123.260401124",3225,
"BB_SE_PathOfTravelShape","44.562792104","-123.260507064",3226,
"BB_SE_PathOfTravelShape","44.562642951","-123.260587752",3227,
"BB_SE_PathOfTravelShape","44.562511480","-123.260653183",3228,
"BB_SE_PathOfTravelShape","44.562358919","-123.260727905",3229,
"BB_SE_PathOfTravelShape","44.562216639","-123.260800557",3230,
"BB_SE_PathOfTravelShape","44.562110447","-123.260853055",3231,
"BB_SE_PathOfTravelShape","44.561998603","-123.260908133",3232,
"BB_SE_PathOfTravelShape","44.561868505","-123.260974943",3233,
"BB_SE_PathOfTravelShape","44.561464403","-123.261178435",3234,
"BB_SE_PathOfTravelShape","44.561191480","-123.261316975",3235,
"BB_SE_PathOfTravelShape","44.561112925","-123.261358036",3236,
"BB_SE_PathOfTravelShape","44.561021597","-123.261407127",3237,
"BB_SE_PathOfTravelShape","44.560946726","-123.261452495",3238,
"BB_SE_PathOfTravelShape","44.560792200","-123.261531962",3239,
"BB_SE_PathOfTravelShape","44.560633395","-123.261607385",3240,
"BB_SE_PathOfTravelShape","44.560495450","-123.261675169",3241,
"BB_SE_PathOfTravelShape","44.560338734","-123.261756448",3242,
"BB_SE_PathOfTravelShape","44.560198817","-123.261824137",3243,
"BB_SE_PathOfTravelShape","44.560125921","-123.261862398",3244,
"BB_SE_PathOfTravelShape","44.560093338","-123.261879555",3245,
"BB_SE_PathOfTravelShape","44.559856646","-123.261993960",3246,
"BB_SE_PathOfTravelShape","44.559618792","-123.262120784",3247,
"BB_SE_PathOfTravelShape","44.559403782","-123.262232385",3248,
"BB_SE_PathOfTravelShape","44.559223384","-123.262335083",3249,
"BB_SE_PathOfTravelShape","44.559155558","-123.262369267",3250,
"BB_SE_PathOfTravelShape","44.559188303","-123.262510472",3251,
"BB_SE_PathOfTravelShape","44.559260371","-123.262793675",3252,
"BB_SE_PathOfTravelShape","44.559289053","-123.262904455",3253,
"BB_SE_PathOfTravelShape","44.559289086","-123.262904581",3254,
"BB_SE_PathOfTravelShape","44.559347882","-123.263133082",3255,
"BB_SE_PathOfTravelShape","44.559385217","-123.263279026",3256,
"BB_SE_PathOfTravelShape","44.559422261","-123.263426675",3257,
"BB_SE_PathOfTravelShape","44.559461193","-123.263577773",3258,
"BB_SE_PathOfTravelShape","44.559515815","-123.263799203",3259,
"BB_SE_PathOfTravelShape","44.559556766","-123.263960822",3260,
"BB_SE_PathOfTravelShape","44.559556800","-123.263960956",3261,
"BB_SE_PathOfTravelShape","44.559574570","-123.264030427",3262,
"BB_SE_PathOfTravelShape","44.559657611","-123.264360677",3263,
"BB_SE_PathOfTravelShape","44.559694735","-123.264496247",3264,
"BB_SE_PathOfTravelShape","44.559595806","-123.264549616",3265,
"BB_SE_PathOfTravelShape","44.559374134","-123.264660964",3266,
"BB_SE_PathOfTravelShape","44.559157915","-123.264776336",3267,
"BB_SE_PathOfTravelShape","44.558958958","-123.264876697",3268,
"BB_SE_PathOfTravelShape","44.558778469","-123.264965468",3269,
"BB_SE_PathOfTravelShape","44.558705787","-123.264998457",3270,
"BB_SE_PathOfTravelShape","44.558573605","-123.265068905",3271,
"BB_SE_PathOfTravelShape","44.558410332","-123.265155137",3272,
"BB_SE_PathOfTravelShape","44.558205211","-123.265258561",3273,
"BB_SE_PathOfTravelShape","44.557741467","-123.265513707",3274,
"BB_SE_PathOfTravelShape","44.557432261","-123.265685560",3275,
"BB_SE_PathOfTravelShape","44.557155087","-123.265782171",3276,
"BB_SE_PathOfTravelShape","44.557085566","-123.265819148",3277,
"BB_SE_PathOfTravelShape","44.557015418","-123.265853697",3278,
"BB_SE_PathOfTravelShape","44.556944495","-123.265884848",3279,
"BB_SE_PathOfTravelShape","44.556873031","-123.265913575",3280,
"BB_SE_PathOfTravelShape","44.556800867","-123.265939389",3281,
"BB_SE_PathOfTravelShape","44.556731035","-123.265960995",3282,
"BB_SE_PathOfTravelShape","44.556674099","-123.265967385",3283,
"BB_SE_PathOfTravelShape","44.556616975","-123.265970889",3284,
"BB_SE_PathOfTravelShape","44.556582746","-123.265971168",3285,
"BB_SE_PathOfTravelShape","44.556559849","-123.265971032",3286,
"BB_SE_PathOfTravelShape","44.556501081","-123.265957660",3287,
"BB_SE_PathOfTravelShape","44.556482497","-123.265963488",3288,
"BB_SE_PathOfTravelShape","44.556445664","-123.265954526",3289,
"BB_SE_PathOfTravelShape","44.556436314","-123.265954558",3290,
"BB_SE_PathOfTravelShape","44.556388733","-123.265953719",3291,
"BB_SE_PathOfTravelShape","44.556341318","-123.265949530",3292,
"BB_SE_PathOfTravelShape","44.556294061","-123.265942469",3293,
"BB_SE_PathOfTravelShape","44.556259847","-123.265935071",3294,
"BB_SE_PathOfTravelShape","44.556247044","-123.265932540",3295,
"BB_SE_PathOfTravelShape","44.556200453","-123.265919272",3296,
"BB_SE_PathOfTravelShape","44.556021743","-123.265826743",3297,
"BB_SE_PathOfTravelShape","44.555950615","-123.265778714",3298,
"BB_SE_PathOfTravelShape","44.555880425","-123.265727369",3299,
"BB_SE_PathOfTravelShape","44.555811236","-123.265673674",3300,
"BB_SE_PathOfTravelShape","44.555743147","-123.265617152",3301,
"BB_SE_PathOfTravelShape","44.555676143","-123.265558285",3302,
"BB_SE_PathOfTravelShape","44.555610312","-123.265497073",3303,
"BB_SE_PathOfTravelShape","44.555548765","-123.265436066",3304,
"BB_SE_PathOfTravelShape","44.555191937","-123.265093661",3305,
"BB_SE_PathOfTravelShape","44.555175966","-123.265080422",3306,
"BB_SE_PathOfTravelShape","44.555134838","-123.265050624",3307,
"BB_SE_PathOfTravelShape","44.555092711","-123.265023176",3308,
"BB_SE_PathOfTravelShape","44.555049816","-123.264999052",3309,
"BB_SE_PathOfTravelShape","44.555006092","-123.264977285",3310,
"BB_SE_PathOfTravelShape","44.554961697","-123.264958365",3311,
"BB_SE_PathOfTravelShape","44.554916707","-123.264942778",3312,
"BB_SE_PathOfTravelShape","44.554871217","-123.264930044",3313,
"BB_SE_PathOfTravelShape","44.554848020","-123.264924615",3314,
"BB_SE_PathOfTravelShape","44.554787412","-123.264919795",3315,
"BB_SE_PathOfTravelShape","44.554726649","-123.264917844",3316,
"BB_SE_PathOfTravelShape","44.554475557","-123.264923099",3317,
"BB_SE_PathOfTravelShape","44.554262363","-123.264925369",3318,
"BB_SE_PathOfTravelShape","44.554224352","-123.264925946",3319,
"BB_SE_PathOfTravelShape","44.553972257","-123.264919638",3320,
"BB_SE_PathOfTravelShape","44.553421073","-123.264990653",3321,
"BB_SE_PathOfTravelShape","44.551909908","-123.265151015",3322,
"BB_SE_PathOfTravelShape","44.550648017","-123.265289238",3323,
"BB_SE_PathOfTravelShape","44.550550126","-123.265300864",3324,
"BB_SE_PathOfTravelShape","44.550439261","-123.265309950",3325,
"BB_SE_PathOfTravelShape","44.550300609","-123.265325861",3326,
"BB_SE_PathOfTravelShape","44.550196402","-123.265336226",3327,
"BB_SE_PathOfTravelShape","44.550039787","-123.265353676",3328,
"BB_SE_PathOfTravelShape","44.549932156","-123.265367234",3329,
"BB_SE_PathOfTravelShape","44.549829639","-123.265378640",3330,
"BB_SE_PathOfTravelShape","44.549699773","-123.265393054",3331,
"BB_SE_PathOfTravelShape","44.549545324","-123.265409646",3332,
"BB_SE_PathOfTravelShape","44.549412546","-123.265423921",3333,
"BB_SE_PathOfTravelShape","44.549250190","-123.265441096",3334,
"BB_SE_PathOfTravelShape","44.549109729","-123.265457401",3335,
"BB_SE_PathOfTravelShape","44.549058556","-123.265463108",3336,
"BB_SE_PathOfTravelShape","44.548926497","-123.265475975",3337,
"BB_SE_PathOfTravelShape","44.548598621","-123.265513532",3338,
"BB_SE_PathOfTravelShape","44.548383516","-123.265537778",3339,
"BB_SE_PathOfTravelShape","44.548162368","-123.265563651",3340,
"BB_SE_PathOfTravelShape","44.548022871","-123.265579043",3341,
"BB_SE_PathOfTravelShape","44.547892051","-123.265593889",3342,
"BB_SE_PathOfTravelShape","44.547871506","-123.265595784",3343,
"BB_SE_PathOfTravelShape","44.547734529","-123.265609854",3344,
"BB_SE_PathOfTravelShape","44.547598752","-123.265623984",3345,
"BB_SE_PathOfTravelShape","44.547453006","-123.265642433",3346,
"BB_SE_PathOfTravelShape","44.547340613","-123.265654324",3347,
"BB_SE_PathOfTravelShape","44.547219190","-123.265667220",3348,
"BB_SE_PathOfTravelShape","44.547097364","-123.265682497",3349,
"BB_SE_PathOfTravelShape","44.547039962","-123.265686944",3350,
"BB_SE_PathOfTravelShape","44.546906937","-123.265700726",3351,
"BB_SE_PathOfTravelShape","44.546746787","-123.265718966",3352,
"BB_SE_PathOfTravelShape","44.546595324","-123.265736182",3353,
"BB_SE_PathOfTravelShape","44.546449305","-123.265751738",3354,
"BB_SE_PathOfTravelShape","44.546304583","-123.265766877",3355,
"BB_SE_PathOfTravelShape","44.546142780","-123.265785996",3356,
"BB_SE_PathOfTravelShape","44.546064772","-123.265794734",3357,
"BB_SE_PathOfTravelShape","44.545958560","-123.265806441",3358,
"BB_SE_PathOfTravelShape","44.545755079","-123.265828841",3359,
"BB_SE_PathOfTravelShape","44.545615863","-123.265843284",3360,
"BB_SE_PathOfTravelShape","44.545494841","-123.265853800",3361,
"BB_SE_PathOfTravelShape","44.545369309","-123.265869859",3362,
"BB_SE_PathOfTravelShape","44.545266827","-123.265879825",3363,
"BB_SE_PathOfTravelShape","44.545213352","-123.265884939",3364,
"BB_SE_PathOfTravelShape","44.545144216","-123.265892184",3365,
"BB_SE_PathOfTravelShape","44.545041232","-123.265901644",3366,
"BB_SE_PathOfTravelShape","44.544907861","-123.265912050",3367,
"BB_SE_PathOfTravelShape","44.544728692","-123.265929378",3368,
"BB_SE_PathOfTravelShape","44.544599105","-123.265942841",3369,
"BB_SE_PathOfTravelShape","44.544455350","-123.265957067",3370,
"BB_SE_PathOfTravelShape","44.544315079","-123.265969060",3371,
"BB_SE_PathOfTravelShape","44.544198417","-123.265983623",3372,
"BB_SE_PathOfTravelShape","44.544050355","-123.265998601",3373,
"BB_SE_PathOfTravelShape","44.543897446","-123.266015266",3374,
"BB_SE_PathOfTravelShape","44.543763332","-123.266028034",3375,
"BB_SE_PathOfTravelShape","44.543660375","-123.266039895",3376,
"BB_SE_PathOfTravelShape","44.543642583","-123.266041442",3377,
"BB_SE_PathOfTravelShape","44.543525357","-123.266054538",3378,
"BB_SE_PathOfTravelShape","44.543438819","-123.266061427",3379,
"BB_SE_PathOfTravelShape","44.543394385","-123.266065056",3380,
"BB_SE_PathOfTravelShape","44.543244889","-123.266079006",3381,
"BB_SE_PathOfTravelShape","44.543087675","-123.266096426",3382,
"BB_SE_PathOfTravelShape","44.542912925","-123.266115401",3383,
"BB_SE_PathOfTravelShape","44.542732275","-123.266133616",3384,
"BB_SE_PathOfTravelShape","44.542572806","-123.266148528",3385,
"BB_SE_PathOfTravelShape","44.542426044","-123.266166445",3386,
"BB_SE_PathOfTravelShape","44.542379594","-123.266171896",3387,
"BB_SE_PathOfTravelShape","44.542246554","-123.266182796",3388,
"BB_SE_PathOfTravelShape","44.542178996","-123.266188676",3389,
"BB_SE_PathOfTravelShape","44.542012541","-123.266205171",3390,
"BB_SE_PathOfTravelShape","44.541997673","-123.266206378",3391,
"BB_SE_PathOfTravelShape","44.541938104","-123.266211681",3392,
"BB_SE_PathOfTravelShape","44.541827666","-123.266220785",3393,
"BB_SE_PathOfTravelShape","44.541659568","-123.266234323",3394,
"BB_SE_PathOfTravelShape","44.541417714","-123.266261599",3395,
"BB_SE_PathOfTravelShape","44.541198383","-123.266283236",3396,
"BB_SE_PathOfTravelShape","44.541165786","-123.266286953",3397,
"BB_SE_PathOfTravelShape","44.540983741","-123.266306058",3398,
