"shape_id","shape_pt_lat","shape_pt_lon","shape_pt_sequence","shape_dist_traveled"
"R6_PathOfTravelShape","44.552140458","-123.258781234",11775,
"R6_PathOfTravelShape","44.552205634","-123.258865912",11776,
"R6_PathOfTravelShape","44.552278710","-123.258957204",11777,
"R6_PathOfTravelShape","44.552366618","-123.259069837",11778,
"R6_PathOfTravelShape","44.552446547","-123.259172016",11779,
"R6_PathOfTravelShape","44.552539528","-123.259291129",11780,
"R6_PathOfTravelShape","44.552611735","-123.259382861",11781,
"R6_PathOfTravelShape","44.552689997","-123.259483041",11782,
"R6_PathOfTravelShape","44.552699802","-123.259495983",11783,
"R6_PathOfTravelShape","44.552753837","-123.259566218",11784,
"R6_PathOfTravelShape","44.552818506","-123.259647035",11785,
"R6_PathOfTravelShape","44.552906708","-123.259761604",11786,
"R6_PathOfTravelShape","44.552945764","-123.259809530",11787,
"R6_PathOfTravelShape","44.552983487","-123.259859314",11788,
"R6_PathOfTravelShape","44.553019597","-123.259911897",11789,
"R6_PathOfTravelShape","44.553054131","-123.259965846",11790,
"R6_PathOfTravelShape","44.553065252","-123.259984611",11791,
"R6_PathOfTravelShape","44.553089042","-123.260028930",11792,
"R6_PathOfTravelShape","44.553110987","-123.260075080",11793,
"R6_PathOfTravelShape","44.553131172","-123.260123066",11794,
"R6_PathOfTravelShape","44.553160553","-123.260206349",11795,
"R6_PathOfTravelShape","44.553162205","-123.260211393",11796,
"R6_PathOfTravelShape","44.553174590","-123.260255648",11797,
"R6_PathOfTravelShape","44.553184981","-123.260300767",11798,
"R6_PathOfTravelShape","44.553193280","-123.260347224",11799,
"R6_PathOfTravelShape","44.553199426","-123.260394059",11800,
"R6_PathOfTravelShape","44.553203504","-123.260441274",11801,
"R6_PathOfTravelShape","44.553205440","-123.260488388",11802,
"R6_PathOfTravelShape","44.553205126","-123.260536353",11803,
"R6_PathOfTravelShape","44.553202681","-123.260583737",11804,
"R6_PathOfTravelShape","44.553200093","-123.260633512",11805,
"R6_PathOfTravelShape","44.553195470","-123.260682233",11806,
"R6_PathOfTravelShape","44.553188719","-123.260730370",11807,
"R6_PathOfTravelShape","44.553179752","-123.260777922",11808,
"R6_PathOfTravelShape","44.553168826","-123.260824900",11809,
"R6_PathOfTravelShape","44.553155793","-123.260870338",11810,
"R6_PathOfTravelShape","44.553140814","-123.260914725",11811,
"R6_PathOfTravelShape","44.553130001","-123.260942996",11812,
"R6_PathOfTravelShape","44.553106571","-123.260992735",11813,
"R6_PathOfTravelShape","44.553081292","-123.261040948",11814,
"R6_PathOfTravelShape","44.553054259","-123.261087156",11815,
"R6_PathOfTravelShape","44.553025647","-123.261131369",11816,
"R6_PathOfTravelShape","44.552768623","-123.261446135",11817,
"R6_PathOfTravelShape","44.552682606","-123.261547271",11818,
"R6_PathOfTravelShape","44.552529122","-123.261731373",11819,
"R6_PathOfTravelShape","44.552396204","-123.261888149",11820,
"R6_PathOfTravelShape","44.552311110","-123.261986758",11821,
"R6_PathOfTravelShape","44.552232976","-123.262081380",11822,
"R6_PathOfTravelShape","44.552200908","-123.262123028",11823,
"R6_PathOfTravelShape","44.552170410","-123.262167150",11824,
"R6_PathOfTravelShape","44.552141407","-123.262213262",11825,
"R6_PathOfTravelShape","44.552114156","-123.262261380",11826,
"R6_PathOfTravelShape","44.552088585","-123.262311015",11827,
"R6_PathOfTravelShape","44.552061955","-123.262368756",11828,
"R6_PathOfTravelShape","44.552040510","-123.262421467",11829,
"R6_PathOfTravelShape","44.552021001","-123.262475711",11830,
"R6_PathOfTravelShape","44.552003437","-123.262531008",11831,
"R6_PathOfTravelShape","44.551987809","-123.262587836",11832,
"R6_PathOfTravelShape","44.551979621","-123.262621030",11833,
"R6_PathOfTravelShape","44.551967183","-123.262684246",11834,
"R6_PathOfTravelShape","44.551956873","-123.262748047",11835,
"R6_PathOfTravelShape","44.551948609","-123.262812424",11836,
"R6_PathOfTravelShape","44.551942704","-123.262874994",11837,
"R6_PathOfTravelShape","44.551935920","-123.263054114",11838,
"R6_PathOfTravelShape","44.551932075","-123.263256883",11839,
"R6_PathOfTravelShape","44.551927595","-123.263450507",11840,
"R6_PathOfTravelShape","44.551921958","-123.263729957",11841,
"R6_PathOfTravelShape","44.551919147","-123.263904468",11842,
"R6_PathOfTravelShape","44.551914390","-123.264091840",11843,
"R6_PathOfTravelShape","44.551911556","-123.264246199",11844,
"R6_PathOfTravelShape","44.551912179","-123.264406480",11845,
"R6_PathOfTravelShape","44.551910425","-123.264495638",11846,
"R6_PathOfTravelShape","44.551908483","-123.264613576",11847,
"R6_PathOfTravelShape","44.551908861","-123.264727785",11848,
"R6_PathOfTravelShape","44.551909284","-123.264826164",11849,
"R6_PathOfTravelShape","44.551907974","-123.264907667",11850,
"R6_PathOfTravelShape","44.551908225","-123.264971011",11851,
"R6_PathOfTravelShape","44.551908395","-123.265027155",11852,
"R6_PathOfTravelShape","44.551908627","-123.265073706",11853,
"R6_PathOfTravelShape","44.551909908","-123.265151015",11854,
"R6_PathOfTravelShape","44.553421073","-123.264990653",11855,
"R6_PathOfTravelShape","44.553972257","-123.264919638",11856,
"R6_PathOfTravelShape","44.554068856","-123.264890674",11857,
"R6_PathOfTravelShape","44.554184643","-123.264859272",11858,
"R6_PathOfTravelShape","44.554258589","-123.264841219",11859,
"R6_PathOfTravelShape","44.554300689","-123.264831239",11860,
"R6_PathOfTravelShape","44.554417192","-123.264805629",11861,
"R6_PathOfTravelShape","44.554534041","-123.264783393",11862,
"R6_PathOfTravelShape","44.554546876","-123.264781128",11863,
"R6_PathOfTravelShape","44.554593731","-123.264766098",11864,
"R6_PathOfTravelShape","44.554749387","-123.264766832",11865,
"R6_PathOfTravelShape","44.554904021","-123.264763677",11866,
"R6_PathOfTravelShape","44.555058758","-123.264763407",11867,
"R6_PathOfTravelShape","44.555232960","-123.264759750",11868,
"R6_PathOfTravelShape","44.555394002","-123.264750664",11869,
"R6_PathOfTravelShape","44.555554868","-123.264738213",11870,
"R6_PathOfTravelShape","44.555692936","-123.264725149",11871,
"R6_PathOfTravelShape","44.555885315","-123.264706263",11872,
"R6_PathOfTravelShape","44.556028073","-123.264692249",11873,
"R6_PathOfTravelShape","44.556073569","-123.264687228",11874,
"R6_PathOfTravelShape","44.556350041","-123.264657757",11875,
"R6_PathOfTravelShape","44.556630638","-123.264628004",11876,
"R6_PathOfTravelShape","44.556854881","-123.264601791",11877,
"R6_PathOfTravelShape","44.556944144","-123.264588791",11878,
"R6_PathOfTravelShape","44.557019769","-123.264572256",11879,
"R6_PathOfTravelShape","44.557077944","-123.264557287",11880,
"R6_PathOfTravelShape","44.557095121","-123.264552831",11881,
"R6_PathOfTravelShape","44.557169945","-123.264530501",11882,
"R6_PathOfTravelShape","44.557244325","-123.264505271",11883,
"R6_PathOfTravelShape","44.557318175","-123.264477137",11884,
"R6_PathOfTravelShape","44.557391411","-123.264446093",11885,
"R6_PathOfTravelShape","44.557542431","-123.264380386",11886,
"R6_PathOfTravelShape","44.557719185","-123.264300555",11887,
"R6_PathOfTravelShape","44.557766204","-123.264278813",11888,
"R6_PathOfTravelShape","44.558248336","-123.264032696",11889,
"R6_PathOfTravelShape","44.558284382","-123.264014267",11890,
"R6_PathOfTravelShape","44.558432181","-123.263936406",11891,
"R6_PathOfTravelShape","44.558531326","-123.263884049",11892,
"R6_PathOfTravelShape","44.558760782","-123.263764029",11893,
"R6_PathOfTravelShape","44.559036852","-123.263621288",11894,
"R6_PathOfTravelShape","44.559319642","-123.263480787",11895,
"R6_PathOfTravelShape","44.559422261","-123.263426675",11896,
"R6_PathOfTravelShape","44.559461193","-123.263577773",11897,
"R6_PathOfTravelShape","44.559515815","-123.263799203",11898,
"R6_PathOfTravelShape","44.559556766","-123.263960822",11899,
"R6_PathOfTravelShape","44.559556800","-123.263960956",11900,
"R6_PathOfTravelShape","44.559574570","-123.264030427",11901,
"R6_PathOfTravelShape","44.559657611","-123.264360677",11902,
"R6_PathOfTravelShape","44.559694735","-123.264496247",11903,
"R6_PathOfTravelShape","44.559832214","-123.265029361",11904,
"R6_PathOfTravelShape","44.559834242","-123.265037332",11905,
"R6_PathOfTravelShape","44.559968124","-123.265563504",11906,
"R6_PathOfTravelShape","44.560107799","-123.266095963",11907,
"R6_PathOfTravelShape","44.560199160","-123.266458204",11908,
"R6_PathOfTravelShape","44.560225564","-123.266561326",11909,
"R6_PathOfTravelShape","44.560227792","-123.266570031",11910,
"R6_PathOfTravelShape","44.560246198","-123.266642324",11911,
"R6_PathOfTravelShape","44.560263719","-123.266707310",11912,
"R6_PathOfTravelShape","44.560432701","-123.267334111",11913,
"R6_PathOfTravelShape","44.560476499","-123.267520957",11914,
"R6_PathOfTravelShape","44.560481767","-123.267550962",11915,
"R6_PathOfTravelShape","44.560484895","-123.267580864",11916,
"R6_PathOfTravelShape","44.560485867","-123.267611141",11917,
"R6_PathOfTravelShape","44.560484602","-123.267641792",11918,
"R6_PathOfTravelShape","44.560481292","-123.267671865",11919,
"R6_PathOfTravelShape","44.560475425","-123.267725809",11920,
"R6_PathOfTravelShape","44.560455666","-123.267909132",11921,
"R6_PathOfTravelShape","44.560428438","-123.268194307",11922,
"R6_PathOfTravelShape","44.560409220","-123.268383794",11923,
"R6_PathOfTravelShape","44.560409210","-123.268383892",11924,
"R6_PathOfTravelShape","44.560405249","-123.268423052",11925,
"R6_PathOfTravelShape","44.560373781","-123.268730577",11926,
"R6_PathOfTravelShape","44.560359368","-123.268888243",11927,
"R6_PathOfTravelShape","44.560348389","-123.269007204",11928,
"R6_PathOfTravelShape","44.560319522","-123.269285580",11929,
"R6_PathOfTravelShape","44.560289244","-123.269607559",11930,
"R6_PathOfTravelShape","44.560258837","-123.269903138",11931,
"R6_PathOfTravelShape","44.560245635","-123.270049823",11932,
"R6_PathOfTravelShape","44.560235373","-123.270164020",11933,
"R6_PathOfTravelShape","44.560210716","-123.270421004",11934,
"R6_PathOfTravelShape","44.560176484","-123.270771103",11935,
"R6_PathOfTravelShape","44.560150655","-123.271044347",11936,
"R6_PathOfTravelShape","44.560144503","-123.271109792",11937,
"R6_PathOfTravelShape","44.560119725","-123.271333181",11938,
"R6_PathOfTravelShape","44.560086225","-123.271646365",11939,
"R6_PathOfTravelShape","44.560062265","-123.271906261",11940,
"R6_PathOfTravelShape","44.560048452","-123.272032284",11941,
"R6_PathOfTravelShape","44.560027095","-123.272228002",11942,
"R6_PathOfTravelShape","44.560006369","-123.272443426",11943,
"R6_PathOfTravelShape","44.559981588","-123.272715758",11944,
"R6_PathOfTravelShape","44.559974278","-123.272810901",11945,
"R6_PathOfTravelShape","44.559962389","-123.272966766",11946,
"R6_PathOfTravelShape","44.559957177","-123.273018340",11947,
"R6_PathOfTravelShape","44.559941797","-123.273169720",11948,
"R6_PathOfTravelShape","44.559920564","-123.273356807",11949,
"R6_PathOfTravelShape","44.559887342","-123.273634011",11950,
"R6_PathOfTravelShape","44.559866709","-123.273859516",11951,
"R6_PathOfTravelShape","44.559853974","-123.273990388",11952,
"R6_PathOfTravelShape","44.559953538","-123.273998049",11953,
"R6_PathOfTravelShape","44.560100216","-123.274029087",11954,
"R6_PathOfTravelShape","44.560273811","-123.274067657",11955,
"R6_PathOfTravelShape","44.560390712","-123.274095827",11956,
"R6_PathOfTravelShape","44.560511463","-123.274120822",11957,
"R6_PathOfTravelShape","44.560667389","-123.274148946",11958,
"R6_PathOfTravelShape","44.560799643","-123.274173534",11959,
"R6_PathOfTravelShape","44.560849082","-123.274182626",11960,
"R6_PathOfTravelShape","44.560981604","-123.274206749",11961,
"R6_PathOfTravelShape","44.561180949","-123.274244637",11962,
"R6_PathOfTravelShape","44.561327914","-123.274270892",11963,
"R6_PathOfTravelShape","44.561455968","-123.274291919",11964,
"R6_PathOfTravelShape","44.561491992","-123.274298929",11965,
"R6_PathOfTravelShape","44.561528183","-123.274302586",11966,
"R6_PathOfTravelShape","44.561564456","-123.274302889",11967,
"R6_PathOfTravelShape","44.561600703","-123.274300792",11968,
"R6_PathOfTravelShape","44.561636775","-123.274295327",11969,
"R6_PathOfTravelShape","44.561672490","-123.274286965",11970,
"R6_PathOfTravelShape","44.561707857","-123.274275228",11971,
"R6_PathOfTravelShape","44.561742686","-123.274261065",11972,
"R6_PathOfTravelShape","44.561839584","-123.274209574",11973,
"R6_PathOfTravelShape","44.561873697","-123.274189617",11974,
"R6_PathOfTravelShape","44.561902857","-123.274175663",11975,
"R6_PathOfTravelShape","44.561944193","-123.274158453",11976,
"R6_PathOfTravelShape","44.561975305","-123.274148909",11977,
"R6_PathOfTravelShape","44.562015934","-123.274135985",11978,
"R6_PathOfTravelShape","44.562056910","-123.274126436",11979,
"R6_PathOfTravelShape","44.562098158","-123.274119781",11980,
"R6_PathOfTravelShape","44.562139677","-123.274116016",11981,
"R6_PathOfTravelShape","44.562173405","-123.274115237",11982,
"R6_PathOfTravelShape","44.562310091","-123.274116523",11983,
"R6_PathOfTravelShape","44.562458857","-123.274118391",11984,
"R6_PathOfTravelShape","44.562589274","-123.274116498",11985,
"R6_PathOfTravelShape","44.562647098","-123.274115917",11986,
"R6_PathOfTravelShape","44.562884444","-123.274118680",11987,
"R6_PathOfTravelShape","44.563141881","-123.274120488",11988,
"R6_PathOfTravelShape","44.563361100","-123.274120941",11989,
"R6_PathOfTravelShape","44.563536039","-123.274118788",11990,
"R6_PathOfTravelShape","44.563732535","-123.274122468",11991,
"R6_PathOfTravelShape","44.563933532","-123.274124446",11992,
"R6_PathOfTravelShape","44.564167892","-123.274126586",11993,
"R6_PathOfTravelShape","44.564363013","-123.274126841",11994,
"R6_PathOfTravelShape","44.564485086","-123.274125986",11995,
"R6_PathOfTravelShape","44.564518303","-123.274117983",11996,
"R6_PathOfTravelShape","44.564550981","-123.274107557",11997,
"R6_PathOfTravelShape","44.564575164","-123.274097200",11998,
"R6_PathOfTravelShape","44.564579571","-123.273896813",11999,
"R6_PathOfTravelShape","44.564584445","-123.273624941",12000,
"R6_PathOfTravelShape","44.564587389","-123.273358257",12001,
"R6_PathOfTravelShape","44.564589573","-123.273077139",12002,
"R6_PathOfTravelShape","44.564592397","-123.272776857",12003,
"R6_PathOfTravelShape","44.564597246","-123.272495385",12004,
"R6_PathOfTravelShape","44.564599400","-123.272236343",12005,
"R6_PathOfTravelShape","44.564603829","-123.271975487",12006,
"R6_PathOfTravelShape","44.564606423","-123.271656476",12007,
"R6_PathOfTravelShape","44.564609456","-123.271323091",12008,
"R6_PathOfTravelShape","44.564614243","-123.271033458",12009,
"R6_PathOfTravelShape","44.564616299","-123.270960133",12010,
"R6_PathOfTravelShape","44.564616213","-123.270886703",12011,
"R6_PathOfTravelShape","44.564613987","-123.270813172",12012,
"R6_PathOfTravelShape","44.564609605","-123.270740017",12013,
"R6_PathOfTravelShape","44.564602984","-123.270667234",12014,
"R6_PathOfTravelShape","44.564594296","-123.270594832",12015,
"R6_PathOfTravelShape","44.564583454","-123.270522806",12016,
"R6_PathOfTravelShape","44.564575552","-123.270477796",12017,
"R6_PathOfTravelShape","44.564546170","-123.270346812",12018,
"R6_PathOfTravelShape","44.564513394","-123.270210868",12019,
"R6_PathOfTravelShape","44.564469081","-123.270041737",12020,
"R6_PathOfTravelShape","44.564366326","-123.269636091",12021,
"R6_PathOfTravelShape","44.564292190","-123.269341147",12022,
"R6_PathOfTravelShape","44.564252458","-123.269197280",12023,
"R6_PathOfTravelShape","44.564150550","-123.268810489",12024,
"R6_PathOfTravelShape","44.564150524","-123.268810395",12025,
"R6_PathOfTravelShape","44.564076454","-123.268528982",12026,
"R6_PathOfTravelShape","44.564014610","-123.268284150",12027,
"R6_PathOfTravelShape","44.564132936","-123.268222635",12028,
"R6_PathOfTravelShape","44.564366995","-123.268100444",12029,
"R6_PathOfTravelShape","44.564593416","-123.267988922",12030,
"R6_PathOfTravelShape","44.564784668","-123.267891551",12031,
"R6_PathOfTravelShape","44.564924452","-123.267822426",12032,
"R6_PathOfTravelShape","44.564952144","-123.267808877",12033,
"R6_PathOfTravelShape","44.564982957","-123.267794037",12034,
"R6_PathOfTravelShape","44.565060470","-123.267756479",12035,
"R6_PathOfTravelShape","44.565140599","-123.267717128",12036,
"R6_PathOfTravelShape","44.565385169","-123.267593036",12037,
"R6_PathOfTravelShape","44.565553650","-123.267500810",12038,
"R6_PathOfTravelShape","44.565715449","-123.267418821",12039,
"R6_PathOfTravelShape","44.565838765","-123.267353223",12040,
"R6_PathOfTravelShape","44.565900728","-123.267320199",12041,
"R6_PathOfTravelShape","44.565957725","-123.267290295",12042,
"R6_PathOfTravelShape","44.565991400","-123.267274153",12043,
"R6_PathOfTravelShape","44.565854794","-123.266748655",12044,
"R6_PathOfTravelShape","44.565852837","-123.266741128",12045,
"R6_PathOfTravelShape","44.565715873","-123.266214265",12046,
"R6_PathOfTravelShape","44.565444430","-123.265148343",12047,
"R6_PathOfTravelShape","44.565197487","-123.264157860",12048,
"R6_PathOfTravelShape","44.565179419","-123.264085392",12049,
"R6_PathOfTravelShape","44.565161045","-123.264013073",12050,
"R6_PathOfTravelShape","44.565094816","-123.263752406",12051,
"R6_PathOfTravelShape","44.565054773","-123.263741002",12052,
"R6_PathOfTravelShape","44.564965131","-123.263715471",12053,
"R6_PathOfTravelShape","44.564854712","-123.263684023",12054,
"R6_PathOfTravelShape","44.564785200","-123.263400728",12055,
"R7_PathOfTravelShape","44.564785200","-123.263400728",12056,
"R7_PathOfTravelShape","44.564716330","-123.263118424",12057,
"R7_PathOfTravelShape","44.564660165","-123.263149433",12058,
"R7_PathOfTravelShape","44.564472363","-123.263242666",12059,
"R7_PathOfTravelShape","44.564017422","-123.263474763",12060,
"R7_PathOfTravelShape","44.563916373","-123.263531353",12061,
"R7_PathOfTravelShape","44.563898896","-123.263541076",12062,
"R7_PathOfTravelShape","44.563809599","-123.263590551",12063,
"R7_PathOfTravelShape","44.563661764","-123.263669856",12064,
"R7_PathOfTravelShape","44.563471166","-123.263768709",12065,
"R7_PathOfTravelShape","44.563253230","-123.263880652",12066,
"R7_PathOfTravelShape","44.563026045","-123.263995509",12067,
"R7_PathOfTravelShape","44.562931968","-123.264046740",12068,
"R7_PathOfTravelShape","44.562981021","-123.264247695",12069,
"R7_PathOfTravelShape","44.563038188","-123.264470220",12070,
"R7_PathOfTravelShape","44.563103378","-123.264722403",12071,
"R7_PathOfTravelShape","44.563163771","-123.264953241",12072,
"R7_PathOfTravelShape","44.563184118","-123.265035936",12073,
"R7_PathOfTravelShape","44.563201998","-123.265108511",12074,
"R7_PathOfTravelShape","44.563220017","-123.265181004",12075,
"R7_PathOfTravelShape","44.563340512","-123.265647908",12076,
"R7_PathOfTravelShape","44.563473754","-123.266169860",12077,
"R7_PathOfTravelShape","44.563560657","-123.266508246",12078,
"R7_PathOfTravelShape","44.563610040","-123.266700536",12079,
"R7_PathOfTravelShape","44.563746054","-123.267223665",12080,
"R7_PathOfTravelShape","44.563786784","-123.267378225",12081,
"R7_PathOfTravelShape","44.563856990","-123.267659929",12082,
"R7_PathOfTravelShape","44.563919444","-123.267900950",12083,
"R7_PathOfTravelShape","44.563978068","-123.268130269",12084,
"R7_PathOfTravelShape","44.564014610","-123.268284150",12085,
"R7_PathOfTravelShape","44.564132936","-123.268222635",12086,
"R7_PathOfTravelShape","44.564366995","-123.268100444",12087,
"R7_PathOfTravelShape","44.564593416","-123.267988922",12088,
"R7_PathOfTravelShape","44.564784668","-123.267891551",12089,
"R7_PathOfTravelShape","44.564924452","-123.267822426",12090,
"R7_PathOfTravelShape","44.564952144","-123.267808877",12091,
"R7_PathOfTravelShape","44.564982957","-123.267794037",12092,
"R7_PathOfTravelShape","44.565060470","-123.267756479",12093,
"R7_PathOfTravelShape","44.565140599","-123.267717128",12094,
"R7_PathOfTravelShape","44.565385169","-123.267593036",12095,
"R7_PathOfTravelShape","44.565553650","-123.267500810",12096,
"R7_PathOfTravelShape","44.565715449","-123.267418821",12097,
"R7_PathOfTravelShape","44.565838765","-123.267353223",12098,
"R7_PathOfTravelShape","44.565900728","-123.267320199",12099,
"R7_PathOfTravelShape","44.565957725","-123.267290295",12100,
"R7_PathOfTravelShape","44.565991400","-123.267274153",12101,
"R7_PathOfTravelShape","44.566128763","-123.267836241",12102,
"R7_PathOfTravelShape","44.566257694","-123.268363845",12103,
"R7_PathOfTravelShape","44.566499732","-123.269389513",12104,
"R7_PathOfTravelShape","44.566734539","-123.270328460",12105,
"R7_PathOfTravelShape","44.566969004","-123.271253000",12106,
"R7_PathOfTravelShape","44.567213812","-123.272210200",12107,
"R7_PathOfTravelShape","44.567441475","-123.273152665",12108,
"R7_PathOfTravelShape","44.567676075","-123.274088274",12109,
"R7_PathOfTravelShape","44.567917892","-123.275065031",12110,
"R7_PathOfTravelShape","44.568085854","-123.275779601",12111,
"R7_PathOfTravelShape","44.568220821","-123.276353812",12112,
"R7_PathOfTravelShape","44.568512637","-123.277619516",12113,
"R7_PathOfTravelShape","44.568553087","-123.277844153",12114,
"R7_PathOfTravelShape","44.568783198","-123.278901489",12115,
"R7_PathOfTravelShape","44.568804738","-123.279009939",12116,
"R7_PathOfTravelShape","44.568882778","-123.279402873",12117,
"R7_PathOfTravelShape","44.569003298","-123.280009704",12118,
"R7_PathOfTravelShape","44.569078478","-123.280105472",12119,
"R7_PathOfTravelShape","44.569186135","-123.280237361",12120,
"R7_PathOfTravelShape","44.569307968","-123.280389130",12121,
"R7_PathOfTravelShape","44.569448844","-123.280568693",12122,
"R7_PathOfTravelShape","44.569568763","-123.280714613",12123,
"R7_PathOfTravelShape","44.569685755","-123.280857511",12124,
"R7_PathOfTravelShape","44.569774437","-123.280972650",12125,
"R7_PathOfTravelShape","44.569805364","-123.281012535",12126,
"R7_PathOfTravelShape","44.569902330","-123.281125673",12127,
"R7_PathOfTravelShape","44.570032032","-123.281278305",12128,
"R7_PathOfTravelShape","44.570058927","-123.281314637",12129,
"R7_PathOfTravelShape","44.570113122","-123.281388279",12130,
"R7_PathOfTravelShape","44.570123575","-123.281402701",12131,
"R7_PathOfTravelShape","44.570140665","-123.281422723",12132,
"R7_PathOfTravelShape","44.570265847","-123.281570819",12133,
"R7_PathOfTravelShape","44.570377651","-123.281704833",12134,
"R7_PathOfTravelShape","44.570468027","-123.281810456",12135,
"R7_PathOfTravelShape","44.570588801","-123.281956421",12136,
"R7_PathOfTravelShape","44.570726521","-123.282124801",12137,
"R7_PathOfTravelShape","44.570836085","-123.282259188",12138,
"R7_PathOfTravelShape","44.570864289","-123.282294624",12139,
"R7_PathOfTravelShape","44.570917474","-123.282360540",12140,
"R7_PathOfTravelShape","44.571017245","-123.282478140",12141,
"R7_PathOfTravelShape","44.571102597","-123.282592642",12142,
"R7_PathOfTravelShape","44.571126588","-123.282624995",12143,
"R7_PathOfTravelShape","44.571224239","-123.282738174",12144,
"R7_PathOfTravelShape","44.571327069","-123.282867438",12145,
"R7_PathOfTravelShape","44.571432538","-123.282993952",12146,
"R7_PathOfTravelShape","44.571503293","-123.283079857",12147,
"R7_PathOfTravelShape","44.571637669","-123.283239022",12148,
"R7_PathOfTravelShape","44.571703580","-123.283317552",12149,
"R7_PathOfTravelShape","44.571762660","-123.283394796",12150,
"R7_PathOfTravelShape","44.571855754","-123.283402320",12151,
"R7_PathOfTravelShape","44.571953751","-123.283399539",12152,
"R7_PathOfTravelShape","44.572171183","-123.283395009",12153,
"R7_PathOfTravelShape","44.572350389","-123.283418074",12154,
"R7_PathOfTravelShape","44.572446630","-123.283414327",12155,
"R7_PathOfTravelShape","44.572577925","-123.283408176",12156,
"R7_PathOfTravelShape","44.572673573","-123.283404148",12157,
"R7_PathOfTravelShape","44.572729914","-123.283401104",12158,
"R7_PathOfTravelShape","44.572785959","-123.283396127",12159,
"R7_PathOfTravelShape","44.572910733","-123.283390143",12160,
"R7_PathOfTravelShape","44.573132092","-123.283376814",12161,
"R7_PathOfTravelShape","44.573350640","-123.283366231",12162,
"R7_PathOfTravelShape","44.573565026","-123.283354006",12163,
"R7_PathOfTravelShape","44.573690849","-123.283347113",12164,
"R7_PathOfTravelShape","44.573763931","-123.283343436",12165,
"R7_PathOfTravelShape","44.573977595","-123.283332617",12166,
"R7_PathOfTravelShape","44.574282061","-123.283316095",12167,
"R7_PathOfTravelShape","44.574455121","-123.283306678",12168,
"R7_PathOfTravelShape","44.574613324","-123.283297984",12169,
"R7_PathOfTravelShape","44.574681511","-123.283294552",12170,
"R7_PathOfTravelShape","44.574897929","-123.283283384",12171,
"R7_PathOfTravelShape","44.575116586","-123.283271847",12172,
"R7_PathOfTravelShape","44.575372908","-123.283256362",12173,
"R7_PathOfTravelShape","44.575515227","-123.283248344",12174,
"R7_PathOfTravelShape","44.575621729","-123.283242437",12175,
"R7_PathOfTravelShape","44.575905255","-123.283226346",12176,
"R7_PathOfTravelShape","44.576232186","-123.283206585",12177,
"R7_PathOfTravelShape","44.576449605","-123.283193065",12178,
"R7_PathOfTravelShape","44.576712780","-123.283177913",12179,
"R7_PathOfTravelShape","44.576931336","-123.283163487",12180,
"R7_PathOfTravelShape","44.577092219","-123.283153962",12181,
"R7_PathOfTravelShape","44.577163845","-123.283150215",12182,
"R7_PathOfTravelShape","44.577420510","-123.283134747",12183,
"R7_PathOfTravelShape","44.577639042","-123.283121281",12184,
"R7_PathOfTravelShape","44.577854409","-123.283111023",12185,
"R7_PathOfTravelShape","44.578073709","-123.283094234",12186,
"R7_PathOfTravelShape","44.578289979","-123.283082098",12187,
"R7_PathOfTravelShape","44.578510334","-123.283067759",12188,
"R7_PathOfTravelShape","44.578605790","-123.283054119",12189,
"R7_PathOfTravelShape","44.578668677","-123.283049951",12190,
"R7_PathOfTravelShape","44.578773672","-123.283042532",12191,
"R7_PathOfTravelShape","44.579067899","-123.283048017",12192,
"R7_PathOfTravelShape","44.579256328","-123.283048517",12193,
"R7_PathOfTravelShape","44.579468474","-123.283050583",12194,
"R7_PathOfTravelShape","44.579586291","-123.283051944",12195,
"R7_PathOfTravelShape","44.579669889","-123.283053092",12196,
"R7_PathOfTravelShape","44.579873013","-123.283052324",12197,
"R7_PathOfTravelShape","44.580088466","-123.283055989",12198,
"R7_PathOfTravelShape","44.580309116","-123.283057505",12199,
"R7_PathOfTravelShape","44.580486516","-123.283056456",12200,
"R7_PathOfTravelShape","44.580564227","-123.283056364",12201,
"R7_PathOfTravelShape","44.580792566","-123.283059209",12202,
"R7_PathOfTravelShape","44.581012374","-123.283063565",12203,
"R7_PathOfTravelShape","44.581230370","-123.283064953",12204,
"R7_PathOfTravelShape","44.581448501","-123.283067789",12205,
"R7_PathOfTravelShape","44.581641115","-123.283068913",12206,
"R7_PathOfTravelShape","44.581726267","-123.283069658",12207,
"R7_PathOfTravelShape","44.581982541","-123.283070011",12208,
"R7_PathOfTravelShape","44.582207429","-123.283073651",12209,
"R7_PathOfTravelShape","44.582425424","-123.283075039",12210,
"R7_PathOfTravelShape","44.582645526","-123.283077970",12211,
"R7_PathOfTravelShape","44.582866422","-123.283079978",12212,
"R7_PathOfTravelShape","44.583049281","-123.283080153",12213,
"R7_PathOfTravelShape","44.583133332","-123.283080364",12214,
"R7_PathOfTravelShape","44.583398909","-123.283082605",12215,
"R7_PathOfTravelShape","44.583693171","-123.283083351",12216,
"R7_PathOfTravelShape","44.583932241","-123.283085755",12217,
"R7_PathOfTravelShape","44.584150996","-123.283087660",12218,
"R7_PathOfTravelShape","44.584349703","-123.283088598",12219,
"R7_PathOfTravelShape","44.584452699","-123.283089244",12220,
"R7_PathOfTravelShape","44.584576866","-123.283090430",12221,
"R7_PathOfTravelShape","44.584782268","-123.283091211",12222,
"R7_PathOfTravelShape","44.585010262","-123.283094040",12223,
"R7_PathOfTravelShape","44.585250104","-123.283096482",12224,
